zip_code,county,population,number_of_clinics,avg_distance_to_clinic_km,healthcare_desert_flag
75658,Collin,12,0,7.88,No
75658,Dallas,3,6,1.9,No
75658,Denton,11,8,4.16,No
75658,Harris,7,0,21.89,Yes
75658,Tarrant,4,7,14.37,No
75658,Travis,4,2,22.08,No
75659,Collin,10,8,15.4,No
75659,Dallas,2,0,21.9,Yes
75659,Denton,8,5,18.7,No
75659,Harris,7,4,11.52,No
75659,Tarrant,4,8,8.25,No
75659,Travis,7,0,16.77,Yes
75660,Collin,7,4,18.68,No
75660,Dallas,10,0,18.94,Yes
75660,Denton,8,6,10.37,No
75660,Harris,9,9,18.39,No
75660,Tarrant,6,1,1.27,No
75660,Travis,7,0,18.68,Yes
75661,Collin,10,6,7.59,No
75661,Dallas,14,7,20.81,No
75661,Denton,11,7,4.0,No
75661,Harris,4,4,18.24,No
75661,Tarrant,4,9,4.6,No
75661,Travis,8,0,17.18,Yes
75662,Collin,10,8,8.68,No
75662,Dallas,4,8,21.22,No
75662,Denton,8,6,11.69,No
75662,Harris,8,4,14.26,No
75662,Tarrant,7,6,10.69,No
75662,Travis,7,9,16.96,No
75663,Collin,9,1,5.39,No
75663,Dallas,8,2,24.0,No
75663,Denton,14,3,9.52,No
75663,Harris,5,7,19.83,No
75663,Tarrant,16,6,20.36,No
75663,Travis,5,5,15.61,No
75664,Collin,10,1,1.2,No
75664,Dallas,10,0,4.98,No
75664,Denton,11,3,22.32,No
75664,Harris,8,5,4.77,No
75664,Tarrant,14,3,16.66,No
75664,Travis,6,7,21.36,No
75665,Collin,6,0,9.93,No
75665,Dallas,12,1,16.6,Yes
75665,Denton,9,2,15.5,No
75665,Harris,7,1,7.13,No
75665,Tarrant,8,3,5.44,No
75665,Travis,5,5,17.78,No
75666,Collin,9,5,21.27,No
75666,Dallas,10,0,1.44,No
75666,Denton,6,4,4.21,No
75666,Harris,7,8,15.83,No
75666,Tarrant,7,3,15.04,No
75666,Travis,14,7,20.96,No
75667,Collin,10,1,20.62,Yes
75667,Dallas,7,5,17.1,No
75667,Denton,7,9,8.73,No
75667,Harris,5,8,9.26,No
75667,Tarrant,9,3,8.58,No
75667,Travis,8,6,5.66,No
75668,Collin,5,4,17.84,No
75668,Dallas,11,5,18.25,No
75668,Denton,4,8,8.69,No
75668,Harris,11,8,24.66,No
75668,Tarrant,8,4,15.65,No
75668,Travis,11,4,9.68,No
75669,Collin,6,6,12.73,No
75669,Dallas,11,2,21.68,No
75669,Denton,15,5,2.85,No
75669,Harris,5,4,18.54,No
75669,Tarrant,6,2,22.88,No
75669,Travis,19,4,18.63,No
75670,Collin,9,5,22.29,No
75670,Dallas,7,5,21.53,No
75670,Denton,6,2,5.88,No
75670,Harris,13,2,21.03,No
75670,Tarrant,9,4,14.33,No
75670,Travis,11,8,17.83,No
75671,Collin,11,7,13.53,No
75671,Dallas,9,4,11.07,No
75671,Denton,9,6,1.14,No
75671,Harris,4,7,18.38,No
75671,Tarrant,12,4,20.37,No
75671,Travis,9,4,5.61,No
75672,Collin,7,9,10.34,No
75672,Dallas,5,8,4.6,No
75672,Denton,13,3,4.8,No
75672,Harris,5,8,24.02,No
75672,Tarrant,11,6,1.6,No
75672,Travis,3,8,7.78,No
75673,Collin,5,3,17.05,No
75673,Dallas,7,8,7.12,No
75673,Denton,4,1,4.47,No
75673,Harris,9,3,15.7,No
75673,Tarrant,13,5,14.68,No
75673,Travis,9,2,7.2,No
75674,Collin,5,5,1.51,No
75674,Dallas,11,3,17.99,No
75674,Denton,8,3,21.57,No
75674,Harris,9,8,23.61,No
75674,Tarrant,12,1,7.63,No
75674,Travis,8,2,3.85,No
75675,Collin,7,3,19.28,No
75675,Dallas,8,1,16.45,Yes
75675,Denton,13,1,15.95,Yes
75675,Harris,7,6,2.11,No
75675,Tarrant,5,6,11.08,No
75675,Travis,3,6,10.12,No
75676,Collin,9,6,15.44,No
75676,Dallas,5,4,17.81,No
75676,Denton,9,9,15.88,No
75676,Harris,7,4,21.96,No
75676,Tarrant,8,7,5.42,No
75676,Travis,11,1,21.02,Yes
75677,Collin,6,9,22.73,No
75677,Dallas,3,8,7.56,No
75677,Denton,16,8,23.25,No
75677,Harris,8,2,7.42,No
75677,Tarrant,9,7,23.78,No
75677,Travis,6,3,12.38,No
75678,Collin,8,4,18.66,No
75678,Dallas,14,7,14.18,No
75678,Denton,10,5,20.65,No
75678,Harris,5,1,20.33,Yes
75678,Tarrant,7,3,22.22,No
75678,Travis,11,7,6.37,No
75679,Collin,7,4,15.96,No
75679,Dallas,4,7,4.07,No
75679,Denton,10,7,13.26,No
75679,Harris,7,6,14.81,No
75679,Tarrant,12,3,7.15,No
75679,Travis,14,3,3.58,No
75680,Collin,8,5,8.47,No
75680,Dallas,10,5,18.87,No
75680,Denton,12,5,13.87,No
75680,Harris,10,9,24.5,No
75680,Tarrant,8,8,16.8,No
75680,Travis,6,3,18.9,No
75681,Collin,14,0,18.02,Yes
75681,Dallas,11,9,1.92,No
75681,Denton,10,1,19.99,Yes
75681,Harris,9,0,10.64,No
75681,Tarrant,5,1,17.16,Yes
75681,Travis,14,8,16.04,No
75682,Collin,8,1,13.71,No
75682,Dallas,10,2,22.98,No
75682,Denton,13,4,16.75,No
75682,Harris,4,9,4.89,No
75682,Tarrant,5,0,7.77,No
75682,Travis,9,1,8.18,No
75683,Collin,6,4,2.5,No
75683,Dallas,7,6,8.4,No
75683,Denton,9,9,21.4,No
75683,Harris,8,1,2.55,No
75683,Tarrant,12,8,12.91,No
75683,Travis,7,6,7.24,No
75684,Collin,7,1,16.77,Yes
75684,Dallas,11,9,21.16,No
75684,Denton,6,8,10.17,No
75684,Harris,9,9,1.31,No
75684,Tarrant,9,1,8.75,No
75684,Travis,5,6,1.09,No
75685,Collin,8,7,23.97,No
75685,Dallas,11,9,3.87,No
75685,Denton,5,6,21.63,No
75685,Harris,12,2,8.85,No
75685,Tarrant,9,2,24.12,No
75685,Travis,7,3,10.82,No
75686,Collin,11,9,16.27,No
75686,Dallas,7,6,1.37,No
75686,Denton,14,0,20.39,Yes
75686,Harris,10,6,22.5,No
75686,Tarrant,10,0,6.65,No
75686,Travis,5,2,2.2,No
75687,Collin,11,9,18.3,No
75687,Dallas,15,5,11.08,No
75687,Denton,11,3,14.99,No
75687,Harris,1,2,7.33,No
75687,Tarrant,8,0,4.55,No
75687,Travis,12,1,2.82,No
75688,Collin,4,2,20.82,No
75688,Dallas,10,1,16.49,Yes
75688,Denton,9,4,15.76,No
75688,Harris,11,9,8.27,No
75688,Tarrant,13,6,5.18,No
75688,Travis,10,6,14.48,No
75689,Collin,7,9,9.89,No
75689,Dallas,9,5,22.98,No
75689,Denton,7,5,23.63,No
75689,Harris,7,6,16.86,No
75689,Tarrant,3,0,20.21,Yes
75689,Travis,12,3,12.0,No
75690,Collin,6,3,18.71,No
75690,Dallas,4,6,20.28,No
75690,Denton,7,8,6.23,No
75690,Harris,9,5,5.09,No
75690,Tarrant,10,6,10.03,No
75690,Travis,7,3,6.06,No
75691,Collin,12,2,22.41,No
75691,Dallas,15,9,16.05,No
75691,Denton,8,1,14.77,No
75691,Harris,2,5,17.57,No
75691,Tarrant,6,1,9.9,No
75691,Travis,9,0,13.34,No
75692,Collin,12,1,20.69,Yes
75692,Dallas,8,9,18.11,No
75692,Denton,10,2,20.33,No
75692,Harris,13,2,13.86,No
75692,Tarrant,8,6,22.74,No
75692,Travis,6,1,19.86,Yes
75693,Collin,13,1,4.54,No
75693,Dallas,10,9,13.23,No
75693,Denton,9,4,10.15,No
75693,Harris,14,5,21.86,No
75693,Tarrant,11,9,22.76,No
75693,Travis,5,1,4.28,No
75694,Collin,9,6,6.47,No
75694,Dallas,7,8,4.04,No
75694,Denton,11,0,12.43,No
75694,Harris,6,5,14.35,No
75694,Tarrant,3,0,23.09,Yes
75694,Travis,9,0,14.82,No
75695,Collin,9,4,22.23,No
75695,Dallas,9,1,24.84,Yes
75695,Denton,9,8,7.64,No
75695,Harris,5,7,1.6,No
75695,Tarrant,10,9,12.74,No
75695,Travis,11,5,5.44,No
75696,Collin,3,6,15.1,No
75696,Dallas,11,9,13.93,No
75696,Denton,12,3,21.45,No
75696,Harris,11,5,13.37,No
75696,Tarrant,6,4,22.91,No
75696,Travis,7,0,8.46,No
75697,Collin,5,9,21.05,No
75697,Dallas,9,2,22.5,No
75697,Denton,6,2,15.55,No
75697,Harris,5,2,16.46,No
75697,Tarrant,8,4,16.22,No
75697,Travis,9,1,17.32,Yes
75698,Collin,6,9,10.3,No
75698,Dallas,11,0,24.42,Yes
75698,Denton,10,8,14.22,No
75698,Harris,5,7,1.64,No
75698,Tarrant,5,6,10.29,No
75698,Travis,10,2,22.75,No
75699,Collin,18,6,22.38,No
75699,Dallas,8,2,22.61,No
75699,Denton,10,8,16.42,No
75699,Harris,6,2,4.31,No
75699,Tarrant,1,7,10.55,No
75699,Travis,11,6,23.16,No
75700,Collin,6,8,9.83,No
75700,Dallas,6,0,24.04,Yes
75700,Denton,6,9,6.21,No
75700,Harris,5,0,7.28,No
75700,Tarrant,5,8,20.19,No
75700,Travis,11,9,13.22,No
75701,Collin,14,4,23.19,No
75701,Dallas,8,1,2.04,No
75701,Denton,9,6,14.75,No
75701,Harris,10,2,15.5,No
75701,Tarrant,8,8,12.66,No
75701,Travis,12,5,4.66,No
75702,Collin,12,1,10.74,No
75702,Dallas,12,3,4.87,No
75702,Denton,7,9,22.38,No
75702,Harris,2,3,5.3,No
75702,Tarrant,7,8,23.86,No
75702,Travis,12,6,20.93,No
75703,Collin,12,6,8.84,No
75703,Dallas,9,0,16.92,Yes
75703,Denton,6,5,9.34,No
75703,Harris,8,9,22.01,No
75703,Tarrant,12,7,3.21,No
75703,Travis,9,0,6.2,No
75704,Collin,13,6,18.84,No
75704,Dallas,4,0,23.64,Yes
75704,Denton,11,8,5.12,No
75704,Harris,7,7,13.84,No
75704,Tarrant,8,2,6.14,No
75704,Travis,7,1,7.74,No
75705,Collin,8,9,7.26,No
75705,Dallas,7,6,9.34,No
75705,Denton,6,7,8.65,No
75705,Harris,8,1,22.78,Yes
75705,Tarrant,7,6,7.98,No
75705,Travis,7,6,18.47,No
75706,Collin,7,2,21.26,No
75706,Dallas,11,6,12.03,No
75706,Denton,11,9,1.6,No
75706,Harris,11,8,6.52,No
75706,Tarrant,6,0,9.08,No
75706,Travis,7,9,6.92,No
75707,Collin,6,9,17.24,No
75707,Dallas,10,7,9.88,No
75707,Denton,11,5,19.2,No
75707,Harris,10,5,14.85,No
75707,Tarrant,10,4,9.12,No
75707,Travis,2,0,18.35,Yes
75708,Collin,4,1,4.35,No
75708,Dallas,13,2,17.11,No
75708,Denton,7,8,4.3,No
75708,Harris,9,1,3.96,No
75708,Tarrant,5,6,15.64,No
75708,Travis,7,5,17.7,No
75709,Collin,10,0,15.47,Yes
75709,Dallas,6,9,1.9,No
75709,Denton,6,4,1.66,No
75709,Harris,10,7,20.39,No
75709,Tarrant,10,5,1.97,No
75709,Travis,7,6,23.76,No
75710,Collin,8,6,8.98,No
75710,Dallas,7,1,18.96,Yes
75710,Denton,5,6,5.65,No
75710,Harris,7,6,19.52,No
75710,Tarrant,13,2,13.9,No
75710,Travis,5,2,22.15,No
75711,Collin,13,2,20.07,No
75711,Dallas,13,0,10.94,No
75711,Denton,9,7,19.48,No
75711,Harris,7,5,13.88,No
75711,Tarrant,7,9,7.26,No
75711,Travis,8,3,16.8,No
75712,Collin,7,4,20.16,No
75712,Dallas,9,5,21.65,No
75712,Denton,12,0,6.71,No
75712,Harris,11,1,20.83,Yes
75712,Tarrant,5,7,8.85,No
75712,Travis,5,7,19.89,No
75713,Collin,12,6,6.15,No
75713,Dallas,6,4,9.03,No
75713,Denton,11,0,1.11,No
75713,Harris,10,8,8.82,No
75713,Tarrant,8,8,23.95,No
75713,Travis,6,6,14.66,No
75714,Collin,8,2,22.0,No
75714,Dallas,10,5,18.03,No
75714,Denton,8,6,15.7,No
75714,Harris,8,7,13.72,No
75714,Tarrant,12,8,2.98,No
75714,Travis,8,2,18.54,No
75715,Collin,9,3,16.55,No
75715,Dallas,12,0,10.08,No
75715,Denton,9,1,9.12,No
75715,Harris,5,7,20.81,No
75715,Tarrant,9,9,23.28,No
75715,Travis,13,5,9.22,No
75716,Collin,9,6,7.84,No
75716,Dallas,8,6,20.5,No
75716,Denton,5,6,16.33,No
75716,Harris,9,9,10.3,No
75716,Tarrant,13,1,8.79,No
75716,Travis,10,2,22.0,No
75717,Collin,9,9,24.61,No
75717,Dallas,9,3,16.84,No
75717,Denton,7,2,1.02,No
75717,Harris,9,8,16.36,No
75717,Tarrant,9,4,19.17,No
75717,Travis,8,2,7.81,No
75718,Collin,11,2,8.72,No
75718,Dallas,10,9,19.97,No
75718,Denton,5,9,22.42,No
75718,Harris,12,9,15.64,No
75718,Tarrant,7,6,11.11,No
75718,Travis,12,5,12.42,No
75719,Collin,8,0,7.22,No
75719,Dallas,12,3,9.04,No
75719,Denton,11,1,11.76,No
75719,Harris,7,6,9.45,No
75719,Tarrant,11,8,5.19,No
75719,Travis,12,2,8.18,No
75720,Collin,7,1,3.37,No
75720,Dallas,7,4,18.36,No
75720,Denton,8,7,3.31,No
75720,Harris,12,8,15.61,No
75720,Tarrant,5,6,14.62,No
75720,Travis,9,9,22.26,No
75721,Collin,10,2,8.41,No
75721,Dallas,8,9,10.88,No
75721,Denton,5,0,2.85,No
75721,Harris,8,1,14.31,No
75721,Tarrant,5,7,21.13,No
75721,Travis,13,9,24.09,No
75722,Collin,13,6,14.01,No
75722,Dallas,11,1,13.58,No
75722,Denton,13,3,20.65,No
75722,Harris,12,8,13.44,No
75722,Tarrant,10,8,9.31,No
75722,Travis,8,9,1.23,No
75723,Collin,2,2,5.54,No
75723,Dallas,8,3,11.32,No
75723,Denton,7,2,16.57,No
75723,Harris,9,3,9.55,No
75723,Tarrant,10,7,8.21,No
75723,Travis,17,1,16.28,Yes
75724,Collin,10,1,3.79,No
75724,Dallas,12,2,11.64,No
75724,Denton,10,1,11.21,No
75724,Harris,10,6,12.56,No
75724,Tarrant,10,7,23.34,No
75724,Travis,6,4,17.89,No
75725,Collin,9,5,20.7,No
75725,Dallas,13,6,24.16,No
75725,Denton,10,4,2.69,No
75725,Harris,10,6,2.69,No
75725,Tarrant,3,5,21.73,No
75725,Travis,6,6,21.17,No
75726,Collin,10,5,7.12,No
75726,Dallas,8,2,5.57,No
75726,Denton,9,3,14.87,No
75726,Harris,9,2,14.44,No
75726,Tarrant,11,8,10.12,No
75726,Travis,5,6,1.03,No
75727,Collin,6,5,16.85,No
75727,Dallas,8,0,10.69,No
75727,Denton,7,0,22.94,Yes
75727,Harris,12,6,2.51,No
75727,Tarrant,5,6,4.87,No
75727,Travis,16,3,16.47,No
75728,Collin,15,2,13.02,No
75728,Dallas,13,9,13.98,No
75728,Denton,9,5,24.35,No
75728,Harris,10,5,5.84,No
75728,Tarrant,13,6,13.2,No
75728,Travis,5,2,2.01,No
75729,Collin,9,4,6.39,No
75729,Dallas,10,9,12.3,No
75729,Harris,7,0,20.96,Yes
75729,Tarrant,4,8,2.85,No
75729,Travis,9,0,20.28,Yes
75730,Collin,6,4,20.79,No
75730,Dallas,7,9,3.48,No
75730,Denton,7,1,10.57,No
75730,Harris,8,2,6.13,No
75730,Tarrant,12,3,6.22,No
75730,Travis,5,8,10.84,No
75731,Collin,1,3,16.83,No
75731,Dallas,5,2,20.25,No
75731,Denton,8,3,17.25,No
75731,Harris,12,0,10.82,No
75731,Tarrant,14,6,17.63,No
75731,Travis,7,8,21.99,No
75732,Collin,10,5,18.92,No
75732,Dallas,6,2,21.67,No
75732,Denton,12,6,23.63,No
75732,Harris,13,0,16.31,Yes
75732,Tarrant,8,2,18.18,No
75732,Travis,11,8,22.25,No
75733,Collin,13,5,9.07,No
75733,Dallas,7,7,18.42,No
75733,Denton,7,7,15.37,No
75733,Harris,9,7,18.34,No
75733,Tarrant,9,8,15.2,No
75733,Travis,6,9,11.68,No
75734,Collin,9,3,24.34,No
75734,Dallas,9,9,21.69,No
75734,Denton,12,1,7.32,No
75734,Harris,8,7,7.2,No
75734,Tarrant,10,8,18.99,No
75734,Travis,10,9,15.73,No
75735,Collin,7,7,8.76,No
75735,Dallas,6,8,22.8,No
75735,Denton,8,7,17.51,No
75735,Harris,10,6,13.55,No
75735,Tarrant,9,1,18.83,Yes
75735,Travis,11,3,17.14,No
75736,Collin,13,5,7.67,No
75736,Dallas,4,5,19.64,No
75736,Denton,4,1,18.73,Yes
75736,Harris,8,8,18.48,No
75736,Tarrant,8,2,5.97,No
75736,Travis,7,0,16.92,Yes
75737,Collin,12,5,2.9,No
75737,Dallas,12,4,22.17,No
75737,Denton,6,1,16.58,Yes
75737,Harris,7,2,11.01,No
75737,Tarrant,11,6,18.01,No
75737,Travis,9,5,4.58,No
75738,Collin,4,2,13.76,No
75738,Dallas,10,2,13.89,No
75738,Denton,11,2,19.45,No
75738,Harris,6,8,10.77,No
75738,Tarrant,13,6,21.54,No
75738,Travis,10,4,21.78,No
75739,Collin,11,4,9.85,No
75739,Dallas,13,8,9.24,No
75739,Denton,7,6,5.46,No
75739,Harris,6,1,19.62,Yes
75739,Tarrant,8,3,5.81,No
75739,Travis,8,7,19.61,No
75740,Collin,4,0,20.68,Yes
75740,Dallas,13,5,23.01,No
75740,Denton,6,7,19.94,No
75740,Harris,9,2,21.7,No
75740,Tarrant,12,1,6.83,No
75740,Travis,6,6,23.29,No
75741,Collin,10,9,7.39,No
75741,Dallas,9,1,23.26,Yes
75741,Denton,7,4,22.99,No
75741,Harris,5,6,6.1,No
75741,Tarrant,5,8,20.84,No
75741,Travis,5,4,9.66,No
75742,Collin,6,8,7.39,No
75742,Dallas,7,3,8.22,No
75742,Denton,10,7,14.68,No
75742,Harris,8,7,8.6,No
75742,Tarrant,8,8,20.16,No
75742,Travis,9,2,8.65,No
75743,Collin,8,5,23.55,No
75743,Dallas,7,5,1.13,No
75743,Denton,6,9,11.41,No
75743,Harris,6,3,14.13,No
75743,Tarrant,7,0,3.56,No
75743,Travis,12,8,5.41,No
75744,Collin,12,5,7.21,No
75744,Dallas,5,2,19.33,No
75744,Denton,6,6,15.77,No
75744,Harris,12,3,20.51,No
75744,Tarrant,13,8,19.39,No
75744,Travis,3,7,5.51,No
75745,Collin,6,8,8.25,No
75745,Dallas,6,3,2.86,No
75745,Denton,7,6,10.99,No
75745,Harris,9,1,12.7,No
75745,Tarrant,10,1,15.06,Yes
75745,Travis,9,9,11.38,No
75746,Collin,8,7,7.78,No
75746,Dallas,8,6,4.85,No
75746,Denton,9,1,3.59,No
75746,Harris,7,9,12.27,No
75746,Tarrant,10,6,17.17,No
75746,Travis,8,1,4.88,No
75747,Collin,9,0,10.66,No
75747,Dallas,10,5,1.71,No
75747,Denton,5,5,11.75,No
75747,Harris,6,7,21.04,No
75747,Tarrant,10,0,15.68,Yes
75747,Travis,7,3,12.95,No
75748,Collin,12,4,24.69,No
75748,Dallas,10,1,19.17,Yes
75748,Denton,5,2,11.26,No
75748,Harris,11,8,3.56,No
75748,Tarrant,8,2,12.72,No
75748,Travis,6,8,8.11,No
75749,Collin,6,4,17.85,No
75749,Dallas,7,0,8.19,No
75749,Denton,10,2,4.32,No
75749,Harris,14,2,3.75,No
75749,Tarrant,9,7,3.35,No
75749,Travis,11,7,2.52,No
75750,Collin,7,8,8.07,No
75750,Dallas,10,2,21.81,No
75750,Denton,9,6,16.63,No
75750,Harris,7,0,16.35,Yes
75750,Tarrant,3,3,5.72,No
75750,Travis,5,4,20.49,No
75751,Collin,6,1,15.63,Yes
75751,Dallas,18,0,13.34,No
75751,Denton,12,1,17.9,Yes
75751,Harris,5,4,18.6,No
75751,Tarrant,5,1,18.03,Yes
75751,Travis,10,6,21.83,No
75752,Collin,7,3,19.9,No
75752,Dallas,9,5,1.08,No
75752,Denton,5,6,3.48,No
75752,Harris,5,2,5.4,No
75752,Tarrant,8,0,12.07,No
75752,Travis,2,6,4.91,No
75753,Collin,6,8,16.73,No
75753,Dallas,9,7,13.91,No
75753,Denton,12,9,13.15,No
75753,Harris,7,1,12.73,No
75753,Tarrant,8,3,4.64,No
75753,Travis,8,9,15.85,No
75754,Collin,7,9,24.54,No
75754,Dallas,6,7,20.85,No
75754,Denton,7,2,2.76,No
75754,Harris,7,6,15.37,No
75754,Tarrant,5,0,14.51,No
75754,Travis,9,3,22.34,No
75755,Collin,9,0,12.13,No
75755,Dallas,12,3,8.43,No
75755,Denton,7,8,1.41,No
75755,Harris,12,3,7.58,No
75755,Tarrant,14,2,11.98,No
75755,Travis,9,5,3.44,No
75756,Collin,7,6,1.91,No
75756,Dallas,4,9,16.42,No
75756,Denton,4,2,10.92,No
75756,Harris,13,7,16.88,No
75756,Tarrant,2,6,23.92,No
75756,Travis,6,4,14.19,No
75757,Collin,11,8,20.16,No
75757,Dallas,13,3,13.35,No
75757,Denton,13,3,4.61,No
75757,Harris,2,5,13.01,No
75757,Tarrant,5,8,14.24,No
75757,Travis,6,6,7.35,No
75758,Collin,8,2,13.05,No
75758,Dallas,10,4,16.01,No
75758,Denton,4,9,17.59,No
75758,Harris,6,4,9.76,No
75758,Tarrant,6,6,23.0,No
75758,Travis,8,8,11.11,No
75759,Collin,13,1,19.21,Yes
75759,Dallas,13,0,19.35,Yes
75759,Denton,5,0,23.63,Yes
75759,Harris,7,4,5.35,No
75759,Tarrant,8,0,16.05,Yes
75759,Travis,6,1,8.46,No
75760,Collin,5,7,8.21,No
75760,Dallas,7,1,7.57,No
75760,Denton,7,3,4.3,No
75760,Harris,11,8,8.81,No
75760,Tarrant,7,8,17.04,No
75760,Travis,7,8,4.47,No
75761,Collin,10,1,10.88,No
75761,Dallas,5,3,4.67,No
75761,Denton,19,2,1.42,No
75761,Harris,8,9,16.68,No
75761,Tarrant,11,3,9.27,No
75761,Travis,9,1,22.49,Yes
75762,Collin,5,3,20.2,No
75762,Dallas,7,6,19.23,No
75762,Denton,9,1,5.65,No
75762,Harris,7,4,18.41,No
75762,Tarrant,9,7,20.27,No
75762,Travis,8,6,12.67,No
75763,Collin,9,0,16.79,Yes
75763,Dallas,7,8,8.79,No
75763,Denton,7,4,18.66,No
75763,Harris,7,5,20.21,No
75763,Tarrant,18,6,21.63,No
75763,Travis,8,2,18.13,No
75764,Collin,11,4,16.99,No
75764,Dallas,12,7,16.36,No
75764,Denton,5,2,3.12,No
75764,Harris,6,2,21.55,No
75764,Tarrant,9,7,7.43,No
75764,Travis,7,3,7.64,No
75765,Collin,6,4,19.03,No
75765,Dallas,9,7,8.5,No
75765,Denton,9,4,9.33,No
75765,Harris,7,3,9.36,No
75765,Tarrant,7,7,23.36,No
75765,Travis,7,6,3.87,No
75766,Collin,12,8,2.12,No
75766,Dallas,10,1,18.71,Yes
75766,Denton,4,3,18.45,No
75766,Harris,10,3,6.4,No
75766,Tarrant,4,6,4.81,No
75766,Travis,9,7,5.28,No
75767,Collin,10,4,14.32,No
75767,Dallas,9,3,22.5,No
75767,Denton,7,5,8.51,No
75767,Harris,10,0,14.16,No
75767,Tarrant,13,1,24.1,Yes
75767,Travis,10,9,23.62,No
75768,Collin,11,8,17.28,No
75768,Dallas,13,8,2.13,No
75768,Denton,11,4,20.2,No
75768,Harris,13,8,24.64,No
75768,Tarrant,7,8,21.45,No
75768,Travis,4,7,16.72,No
75769,Collin,13,1,18.45,Yes
75769,Dallas,6,3,7.21,No
75769,Denton,5,2,7.79,No
75769,Harris,13,1,23.02,Yes
75769,Tarrant,11,7,7.97,No
75769,Travis,10,7,5.11,No
75770,Collin,7,2,17.76,No
75770,Dallas,11,2,15.32,No
75770,Denton,9,7,19.33,No
75770,Harris,8,6,13.6,No
75770,Tarrant,9,4,4.78,No
75770,Travis,11,8,17.52,No
75771,Collin,6,3,17.62,No
75771,Dallas,6,2,21.93,No
75771,Denton,15,6,2.53,No
75771,Harris,8,0,18.6,Yes
75771,Tarrant,10,5,11.26,No
75771,Travis,9,6,6.07,No
75772,Collin,11,2,1.47,No
75772,Dallas,9,5,21.59,No
75772,Denton,7,6,16.15,No
75772,Harris,7,8,16.27,No
75772,Tarrant,7,0,16.71,Yes
75772,Travis,8,8,13.04,No
75773,Collin,12,7,22.82,No
75773,Dallas,8,7,1.41,No
75773,Denton,7,8,11.81,No
75773,Harris,10,2,1.46,No
75773,Tarrant,11,1,1.07,No
75773,Travis,6,0,8.81,No
75774,Collin,10,3,2.01,No
75774,Dallas,14,2,16.5,No
75774,Denton,12,1,6.33,No
75774,Harris,7,7,14.5,No
75774,Tarrant,6,4,12.34,No
75774,Travis,10,1,24.93,Yes
75775,Collin,10,3,1.87,No
75775,Dallas,8,3,17.4,No
75775,Denton,11,2,20.89,No
75775,Harris,11,5,9.32,No
75775,Tarrant,12,8,9.11,No
75775,Travis,8,9,14.28,No
75776,Collin,8,1,15.59,Yes
75776,Dallas,5,0,7.27,No
75776,Denton,11,0,24.27,Yes
75776,Harris,6,4,10.86,No
75776,Tarrant,8,7,15.51,No
75776,Travis,6,4,18.01,No
75777,Collin,5,4,20.27,No
75777,Dallas,7,7,22.48,No
75777,Denton,3,3,10.17,No
75777,Harris,6,0,18.86,Yes
75777,Tarrant,6,5,17.54,No
75777,Travis,10,5,7.66,No
75778,Collin,9,2,21.79,No
75778,Dallas,4,8,12.26,No
75778,Denton,8,1,13.03,No
75778,Harris,7,9,1.28,No
75778,Tarrant,7,2,12.31,No
75778,Travis,13,7,17.92,No
75779,Collin,11,4,17.84,No
75779,Dallas,8,5,23.38,No
75779,Denton,4,1,20.74,Yes
75779,Harris,8,4,5.81,No
75779,Tarrant,7,8,8.01,No
75779,Travis,10,9,20.7,No
75780,Collin,9,0,5.94,No
75780,Dallas,8,9,17.11,No
75780,Denton,4,9,18.44,No
75780,Harris,7,4,16.01,No
75780,Tarrant,9,1,23.71,Yes
75780,Travis,8,0,24.72,Yes
75781,Collin,8,1,1.6,No
75781,Dallas,9,7,13.91,No
75781,Denton,14,3,12.38,No
75781,Harris,6,7,18.95,No
75781,Tarrant,6,3,2.07,No
75781,Travis,8,6,15.15,No
75782,Collin,5,4,6.51,No
75782,Dallas,9,9,20.93,No
75782,Denton,18,5,10.2,No
75782,Harris,10,9,9.31,No
75782,Tarrant,5,1,24.86,Yes
75782,Travis,9,8,19.49,No
75783,Collin,9,8,1.12,No
75783,Dallas,4,6,24.31,No
75783,Denton,11,1,2.53,No
75783,Harris,12,6,19.59,No
75783,Tarrant,6,7,14.23,No
75783,Travis,8,7,2.85,No
75784,Collin,10,7,1.54,No
75784,Dallas,10,3,7.22,No
75784,Denton,8,8,4.28,No
75784,Harris,9,4,23.76,No
75784,Tarrant,13,1,1.76,No
75784,Travis,11,6,3.04,No
75785,Collin,8,3,15.33,No
75785,Dallas,11,8,22.3,No
75785,Denton,8,0,19.92,Yes
75785,Harris,6,0,3.32,No
75785,Tarrant,11,9,8.77,No
75785,Travis,11,8,22.26,No
75786,Collin,9,6,6.06,No
75786,Dallas,7,0,1.72,No
75786,Denton,7,5,11.82,No
75786,Harris,13,7,24.1,No
75786,Tarrant,10,9,21.94,No
75786,Travis,9,0,22.29,Yes
75787,Collin,9,9,16.85,No
75787,Dallas,15,6,21.07,No
75787,Denton,16,7,7.26,No
75787,Harris,6,4,9.65,No
75787,Tarrant,11,2,1.16,No
75787,Travis,6,1,13.92,No
75788,Collin,8,9,16.42,No
75788,Dallas,11,4,7.1,No
75788,Denton,10,7,21.67,No
75788,Harris,8,3,18.23,No
75788,Tarrant,7,3,22.87,No
75788,Travis,4,7,14.08,No
75789,Collin,8,3,16.97,No
75789,Dallas,4,7,13.47,No
75789,Denton,10,2,12.9,No
75789,Harris,10,0,7.66,No
